"rsid"	"pval_method2"
"rs231"	0.776070433340478
"rs232"	0.398213278539492
"rs233"	0.83356351884396
"rs234"	0.357525590154928
"rs235"	0.228502564700439
"rs236"	0.611444691755591
"rs237"	0.556423119123885
"rs238"	0.0593065343855482
"rs239"	0.808258859079101
"rs240"	0.0134207522547137
"rs241"	0.615346475182134
"rs242"	0.797840994547197
"rs243"	0.211987686094338
"rs244"	0.99999999
"rs245"	0.505609888491757
"rs246"	0.104526349655068
"rs247"	0.916302039292245
"rs248"	0.654497540493652
"rs249"	1e-08
"rs250"	1e-08
"rs251"	0.761629891228244
"rs252"	0.879369061876602
"rs253"	0.662081206556779
"rs254"	0.331586437621921
"rs255"	0.564508205684006
"rs256"	0.156706662381355
"rs257"	0.9681624452465
"rs258"	0.88241946890919
"rs259"	0.410463643434533
"rs260"	0.212255292550091
"rs261"	0.323303413107141
"rs262"	0.983415312580913
"rs263"	0.339070432070695
"rs264"	0.58931638463086
"rs265"	0.244031928610852
"rs266"	0.788116666330932
"rs267"	0.174994665913902
"rs268"	0.91807665268844
"rs269"	0.069580113177461
"rs270"	0.0203770292601958
"rs271"	0.839218788900969
"rs272"	0.0363027490019381
"rs273"	0.99999999
"rs274"	0.285838328592078
"rs275"	0.653325685762144
"rs276"	0.00119181846943847
"rs277"	0.437047543522105
"rs278"	0.178670892172241
"rs279"	0.91441620017362
"rs280"	0.915310548759359
"rs281"	0.793651095543405
"rs282"	0.862725652297154
"rs283"	0.551717357302407
"rs284"	0.905521032339224
"rs285"	0.64195886090036
"rs286"	0.853120774122601
"rs287"	0.318444224689941
"rs288"	0.500691853555095
"rs289"	0.0223297306087421
"rs290"	0.190340184197435
"rs291"	0.888121514029885
"rs292"	0.809550908430162
"rs293"	0.545844865076302
"rs294"	0.65335816099785
"rs295"	0.853253925967691
"rs296"	0.284141212663183
"rs297"	0.0255111135446525
"rs298"	0.190806340238996
"rs299"	0.710595756009816
"rs300"	0.29097112453054
"rs301"	0.282210870342693
"rs302"	0.569900408139722
"rs303"	0.674413636800967
"rs304"	0.99999999
"rs305"	0.488957827970254
"rs306"	0.960734105027775
"rs307"	0.879961257970355
"rs308"	0.944234603174225
"rs309"	0.707339538376298
"rs310"	0.903787079175942
"rs311"	0.247937488360121
"rs312"	0.111934900267756
"rs313"	0.99999999
"rs314"	0.99999999
"rs315"	0.503679892499986
"rs316"	0.577744985092853
"rs317"	0.560642530458589
"rs318"	0.634038313833532
"rs319"	0.828385241945268
"rs320"	0.417066210579027
"rs321"	0.99999999
"rs322"	0.649734751427463
"rs323"	0.173208685844514
"rs324"	0.919452583357806
"rs325"	0.439739727644312
"rs326"	0.878651562327852
"rs327"	0.99999999
"rs328"	0.255277092548252
"rs329"	0.307594534673667
"rs330"	0.481724342116829
"rs331"	0.50710612877475
"rs332"	0.269821930950261
"rs333"	0.559911471458248
"rs334"	0.205728984613174
"rs335"	0.626671969951416
"rs336"	0.839411284427354
"rs337"	1e-08
"rs338"	0.373259479091494
"rs339"	0.0309641235061722
"rs340"	0.413899814084508
"rs341"	0.856489369246396
"rs342"	0.302564298522417
"rs343"	0.740705502181585
"rs344"	0.878109578095759
"rs345"	0.512638963137395
"rs346"	0.946589309525177
"rs347"	0.99999999
"rs348"	0.606871194758879
"rs349"	0.446636461101984
"rs350"	0.99999999
"rs351"	0.423243536901142
"rs352"	0.552718725116793
"rs353"	0.342742680052659
"rs354"	0.99999999
"rs355"	0.466050815806926
"rs356"	0.545336220853548
"rs357"	0.146418635424993
"rs358"	0.241542346237674
"rs359"	0.476281831722788
"rs360"	0.122421966445672
"rs361"	0.838496861210641
"rs362"	0.378876595622527
"rs363"	0.754624675199361
"rs364"	0.657656855020543
"rs365"	0.425902609167996
"rs366"	0.133739352249418
"rs367"	0.385957449641393
"rs368"	0.952239151396719
"rs369"	0.800039540670734
"rs370"	0.0529709564105351
"rs371"	0.424532701486949
"rs372"	0.780908291356945
"rs373"	0.83676139200804
"rs374"	0.131574486129152
"rs375"	1e-08
"rs376"	0.95491841996266
"rs377"	0.616268329194711
"rs378"	0.263885156760172
"rs379"	0.0845026773931352
"rs380"	0.57117600374923
"rs381"	0.474282979921042
"rs382"	0.388513192280292
"rs383"	0.65880879054837
"rs384"	0.968297081277392
"rs385"	0.99999999
"rs386"	1e-08
"rs387"	0.751640238310291
"rs388"	0.539658203691371
"rs389"	0.858108053714149
"rs390"	0.0883951092463023
"rs391"	0.240948759552005
"rs392"	0.345816803491244
"rs393"	0.74492156772134
"rs394"	0.24550312271952
"rs395"	1e-08
"rs396"	0.312220652035383
"rs397"	0.448697455450006
"rs398"	0.753214390732096
"rs399"	0.503500072236688
"rs400"	0.249416389200377
"rs401"	1e-08
"rs402"	0.457988421673951
"rs403"	0.0726012982944582
"rs404"	0.315362528637256
"rs405"	0.705918776342848
"rs406"	0.517708453137468
"rs407"	0.144255511792799
"rs408"	0.484404787247592
"rs409"	0.84979210675689
"rs410"	0.22841501809755
"rs411"	0.428935525802409
"rs412"	0.511901674275407
"rs413"	0.269287835948631
"rs414"	0.670118572344146
"rs415"	0.127571601959649
"rs416"	0.491781028490065
"rs417"	0.235446564726126
"rs418"	0.390705550338218
"rs419"	0.500034012449507
"rs420"	0.204875194213736
"rs421"	0.240047608104365
"rs422"	0.275292877628766
"rs423"	0.733051087960481
"rs424"	0.769610909297811
"rs425"	0.31980667694546
"rs426"	0.99999999
"rs427"	0.067760686785309
"rs428"	0.99999999
"rs429"	0.99999999
"rs430"	0.99999999
"rs431"	0.567922762050998
"rs432"	0.67694332008627
"rs433"	0.462195246314527
"rs434"	0.604425661828242
"rs435"	0.542165461317646
"rs436"	0.505136019856349
"rs437"	0.098332986104383
"rs438"	0.269213355156072
"rs439"	0.866989777640619
"rs440"	0.633937125816296
"rs441"	0.375762272322896
"rs442"	0.376451214147967
"rs443"	0.301666528083955
"rs444"	0.774560423652478
"rs445"	0.168630107609448
"rs446"	0.862143103617407
"rs447"	0.499386743596588
"rs448"	0.139122625428003
"rs449"	0.539213487358577
"rs450"	0.304438602392656
"rs451"	0.822723104214291
"rs452"	0.782471192817075
"rs453"	0.99999999
"rs454"	0.896299734427771
"rs455"	0.737194095073367
"rs456"	0.356012832734662
"rs457"	0.99999999
"rs458"	0.995606014124643
"rs459"	0.0904260613813293
"rs460"	0.670656576875462
"rs461"	0.765657769409839
"rs462"	0.487324523569602
"rs463"	0.174897798027315
"rs464"	0.136248935634219
"rs465"	0.150452490729575
"rs466"	0.739629777967715
"rs467"	0.817931243316099
"rs468"	0.909969089416224
"rs469"	0.0455847977955362
"rs470"	0.965840794961948
"rs471"	0.544735527558146
"rs472"	0.334674324431864
"rs473"	0.707633987640024
"rs474"	0.790463343971909
"rs475"	0.614894602291555
"rs476"	0.679931206454553
"rs477"	0.816773284209888
"rs478"	0.99199862589368
"rs479"	0.590600344993899
"rs480"	0.257422601903318
"rs481"	0.389840915546699
"rs482"	0.600645855049641
"rs483"	0.99999999
"rs484"	0.951162047353728
"rs485"	0.170002115768012
"rs486"	0.385927981363032
"rs487"	0.78430395809818
"rs488"	0.312529616967918
"rs489"	0.605439015721047
"rs490"	0.497747109033623
"rs491"	0.0472062190580321
"rs492"	0.777945478507679
"rs493"	0.204002499841085
"rs494"	0.508881525908367
"rs495"	0.197936343396055
"rs496"	1e-08
"rs497"	0.68738851358204
"rs498"	0.812155782590398
"rs499"	0.135502142280323
"rs500"	0.463751265633841
"rs501"	0.424716472503341
"rs502"	0.848200528160465
"rs503"	0.749050675581703
"rs504"	0.930689914215077
"rs505"	0.727326761403692
"rs506"	0.791010150431268
"rs507"	0.178234948175548
"rs508"	1e-08
"rs509"	0.948404391654364
"rs510"	0.997015935470514
"rs511"	0.44247923227298
"rs512"	0.153802810051432
"rs513"	0.170261898582656
"rs514"	0.745402715779272
"rs515"	0.166557616909363
"rs516"	0.287435651327806
"rs517"	0.0872184495377598
"rs518"	0.180510002083979
"rs519"	0.299507928508217
"rs520"	0.339002223882026
"rs521"	0.99999999
"rs522"	0.500893500136294
"rs523"	0.866342716891843
"rs524"	0.842935983775808
"rs525"	0.759088615823599
"rs526"	0.247879190002838
"rs527"	0.342253007809677
"rs528"	0.0137854143204305
"rs529"	0.0127534197357148
"rs530"	0.66269870257128
"rs531"	0.317127579386771
"rs532"	0.971394953362084
"rs533"	0.874543803482369
"rs534"	0.251951781437067
"rs535"	0.773251345024119
"rs536"	0.414518275588827
"rs537"	0.0658245154641373
"rs538"	1e-08
"rs539"	0.776787406773469
"rs540"	0.460188185692254
"rs541"	0.0376024397700597
"rs542"	0.375650068172557
"rs543"	1e-08
"rs544"	0.431449521070679
"rs545"	0.016531448957059
"rs546"	0.0522615570140394
"rs547"	0.451316055677638
"rs548"	0.963437261355313
"rs549"	0.513688127911819
"rs550"	0.338148792008924
"rs551"	0.520045436813468
"rs552"	0.99999999
"rs553"	0.990622072205193
"rs554"	0.33314819583134
"rs555"	0.506310287368408
"rs556"	0.597082775406432
"rs557"	0.918494459993812
"rs558"	0.773440376689247
"rs559"	0.70740524209085
"rs560"	0.0394644721089817
"rs561"	0.878317271173413
"rs562"	0.25404567489935
"rs563"	0.761015835092414
"rs564"	0.292148237589068
"rs565"	0.163854962222073
"rs566"	0.295325237987889
"rs567"	0.112839306015698
"rs568"	0.473094697265107
"rs569"	0.651777390056351
"rs570"	0.836536545485029
"rs571"	0.161457702820847
"rs572"	0.96783584251345
"rs573"	1e-08
"rs574"	1e-08
"rs575"	0.565292806765238
"rs576"	0.338124741641596
"rs577"	0.517004652169107
"rs578"	0.167637408982714
"rs579"	0.633635621770684
"rs580"	0.205079636829377
"rs581"	0.4237329664628
"rs582"	0.919130654185827
"rs583"	1e-08
"rs584"	0.291431928739342
"rs585"	0.937258317822194
"rs586"	0.349111050361089
"rs587"	0.470281909493824
"rs588"	0.816679822199905
"rs589"	0.259258019752126
"rs590"	0.750418624513983
"rs591"	0.228582725948243
"rs592"	0.558063240101591
"rs593"	0.363093130292258
"rs594"	0.875913606146961
"rs595"	0.588473327648868
"rs596"	0.691648845101445
"rs597"	0.99999999
"rs598"	0.795383625334635
"rs599"	0.14360708308871
"rs600"	0.679736858660278
"rs601"	0.352062461768415
"rs602"	0.159920407279708
"rs603"	0.612195827995261
"rs604"	0.779397863863708
"rs605"	0.0980550880479551
"rs606"	0.422850080759748
"rs607"	0.319714031491467
"rs608"	0.00757379769418444
"rs609"	0.677078715512617
"rs610"	0.374822600474124
"rs611"	0.0658675751092494
"rs612"	0.788393671460865
"rs613"	0.0594212243009031
"rs614"	0.355021702013224
"rs615"	0.999067289308721
"rs616"	0.691398295606709
"rs617"	0.154412147778934
"rs618"	0.178728571011438
"rs619"	0.787717267478526
"rs620"	0.972040774597919
"rs621"	0.701847667959772
"rs622"	0.527229376518891
"rs623"	0.430084256730597
"rs624"	0.99999999
"rs625"	0.695436377353954
"rs626"	0.99999999
"rs627"	0.99999999
"rs628"	0.606402532412291
"rs629"	0.143663122685633
"rs630"	1e-08
"rs631"	0.624265958736457
"rs632"	0.181154954961683
"rs633"	0.709287920462117
"rs634"	0.99999999
"rs635"	0.99999999
"rs636"	0.758395872753919
"rs637"	0.608623131191145
"rs638"	0.590355791786154
"rs639"	0.337021323286143
"rs640"	0.570917521105828
"rs641"	0.857140041912197
"rs642"	0.754939281788123
"rs643"	0.980864196780676
"rs644"	0.885298822711734
"rs645"	0.715698124419802
"rs646"	0.173970595669759
"rs647"	1e-08
"rs648"	0.836775261151734
"rs649"	0.7154153279513
"rs650"	0.426103809823975
"rs651"	0.183231559333317
"rs652"	0.627777761073407
"rs653"	0.163530970801931
"rs654"	0.7053204352819
"rs655"	0.133316455454363
"rs656"	0.310611566130154
"rs657"	0.915095186063155
"rs658"	0.410651672160569
"rs659"	0.444510501929901
"rs660"	0.0830050671057069
"rs661"	0.537407503501572
"rs662"	0.595055489596241
"rs663"	0.814515440713763
"rs664"	0.99999999
"rs665"	0.47600332883223
"rs666"	0.00944506869002115
"rs667"	0.0433871621800671
"rs668"	0.644241952162409
"rs669"	0.3577175602814
"rs670"	0.745794123773675
"rs671"	0.689593856122837
"rs672"	0.512306219676895
"rs673"	0.123709473860875
"rs674"	0.671237867762462
"rs675"	0.990475319113044
"rs676"	0.214075470025305
"rs677"	0.537546670289052
"rs678"	0.670918886529392
"rs679"	0.0601384771689712
"rs680"	0.218030562486981
"rs681"	0.76550105866905
"rs682"	0.879201223815562
"rs683"	0.708773860184699
"rs684"	0.779760671375119
"rs685"	0.84970717547321
"rs686"	0.748735844200777
"rs687"	0.271160793548179
"rs688"	0.412878936564619
"rs689"	0.371664543609943
"rs690"	0.674884720522066
"rs691"	0.0852706872823989
"rs692"	0.482711805948178
"rs693"	0.526927358925128
"rs694"	0.81097629654365
"rs695"	0.131812832482431
"rs696"	0.0779091951096545
"rs697"	0.721252700614787
"rs698"	0.613104141903963
"rs699"	0.923845055688062
"rs700"	0.34690147829754
"rs701"	0.996359349445434
"rs702"	1e-08
"rs703"	0.757613875904751
"rs704"	0.73849311005334
"rs705"	0.818551760139741
"rs706"	0.316449429889324
"rs707"	0.423546044289874
"rs708"	0.868188226386047
"rs709"	0.148277638885979
"rs710"	0.639820098281666
"rs711"	0.873657118738584
"rs712"	0.363927706805912
"rs713"	0.0680873969405645
"rs714"	0.717743697381958
"rs715"	0.8760775024741
"rs716"	0.666590987138597
"rs717"	0.424135439103547
"rs718"	1e-08
"rs719"	0.99999999
"rs720"	0.41585953221042
"rs721"	1e-08
"rs722"	0.389736665922593
"rs723"	0.886551395914983
"rs724"	0.788570895246452
"rs725"	0.50532394484128
"rs726"	0.27830938542223
"rs727"	0.620577599539095
"rs728"	0.413337159407276
"rs729"	0.428875144232176
"rs730"	0.707020577907171
"rs731"	0.40735764740672
"rs732"	1e-08
"rs733"	0.354738606540797
"rs734"	0.641762217043617
"rs735"	0.776147353830232
"rs736"	0.92779673592717
"rs737"	0.520512816922992
"rs738"	0.798237035137652
"rs739"	0.99999999
"rs740"	0.332139013089835
"rs741"	0.624136815585941
"rs742"	0.424801280836123
"rs743"	0.111848590385266
"rs744"	0.0850503445948736
"rs745"	0.99999999
"rs746"	0.309766617723863
"rs747"	0.596636951796632
"rs748"	0.715868426530971
"rs749"	0.493715531775981
"rs750"	0.489819911418542
"rs751"	0.500595412280793
"rs752"	0.215038064617847
"rs753"	0.500670115581657
"rs754"	1e-08
"rs755"	0.267203333805058
"rs756"	0.614833935077536
"rs757"	0.674254813937802
"rs758"	0.606014251200754
"rs759"	0.123407446434498
"rs760"	0.702259241293355
"rs761"	0.582461790351279
"rs762"	0.237861939795048
"rs763"	0.271510165913168
"rs764"	0.892318143381082
"rs765"	0.0147637793021024
"rs766"	0.217559148277812
"rs767"	0.733294541062724
"rs768"	0.0918382911487259
"rs769"	0.673205118211806
"rs770"	0.95746687709563
"rs771"	0.772021275430315
"rs772"	0.680747666388075
"rs773"	0.895116510699001
"rs774"	0.92850389657787
"rs775"	0.99999999
"rs776"	0.836325689044069
"rs777"	0.796765804268028
"rs778"	0.373501223880267
"rs779"	0.956634936341549
"rs780"	0.0433168621798331
"rs781"	0.0501727272947488
"rs782"	0.388846575047106
"rs783"	0.61602768242374
"rs784"	0.335061881421376
"rs785"	0.311045770693583
"rs786"	0.214625756738152
"rs787"	0.14794602628653
"rs788"	0.160117967781683
"rs789"	0.394501407192652
"rs790"	0.99999999
"rs791"	0.13278815327052
"rs792"	0.821692200979004
"rs793"	0.174244868776741
"rs794"	0.400746974135197
"rs795"	0.202895894430054
"rs796"	0.578177784298593
"rs797"	1e-08
"rs798"	0.0593406087133211
"rs799"	0.148052606384745
"rs800"	0.3764026639782
"rs801"	0.548824556240893
"rs802"	0.612118552466091
"rs803"	0.68971101364731
"rs804"	0.99999999
"rs805"	0.8992150125132
"rs806"	0.233236110963214
"rs807"	0.364517802280039
"rs808"	0.236276195272092
"rs809"	0.227611662009614
"rs810"	0.558044853891452
"rs811"	0.364100239588019
"rs812"	0.103721884680545
"rs813"	0.502762138407897
"rs814"	0.621092214902411
"rs815"	0.685697127714281
"rs816"	0.676679040368923
"rs817"	0.0413492967471236
"rs818"	0.821533724370936
"rs819"	0.470087222464122
"rs820"	0.129813871551971
"rs821"	0.293138941714783
"rs822"	0.204959521289231
"rs823"	0.200558625848979
"rs824"	0.354899350811811
"rs825"	0.606922714607244
"rs826"	0.480487598456879
"rs827"	0.476681979291274
"rs828"	0.718241605138109
"rs829"	0.99999999
"rs830"	0.743747423087844
"rs831"	0.77084087434817
"rs832"	0.839833938643792
"rs833"	0.176619773772626
"rs834"	0.305291338417909
"rs835"	0.79461295394594
"rs836"	0.522415834318317
"rs837"	0.241551531534032
"rs838"	0.524285800476142
"rs839"	0.765859103693782
"rs840"	0.0851993897016022
"rs841"	0.45942845025621
"rs842"	0.483372339413648
"rs843"	0.97549164079183
"rs844"	0.594747133930365
"rs845"	0.585717407936882
"rs846"	0.461481610918597
"rs847"	0.293987134559333
"rs848"	0.296779617652647
"rs849"	1e-08
"rs850"	0.1517645125258
"rs851"	0.545364421819811
"rs852"	0.257941173582776
"rs853"	0.0563128223211007
"rs854"	0.168177955705484
"rs855"	0.177534829211975
"rs856"	0.421838556623561
"rs857"	0.99999999
"rs858"	0.211346317189057
"rs859"	0.522370682810185
"rs860"	0.274340737756597
"rs861"	0.129972104751178
"rs862"	0.776936390419596
"rs863"	0.546150549387314
"rs864"	0.661858002577179
"rs865"	0.974905107492351
"rs866"	0.278015346582807
"rs867"	0.878606404696974
"rs868"	0.80198642882972
"rs869"	0.940270197301759
"rs870"	1e-08
"rs871"	0.612082501900737
"rs872"	0.893969411068096
"rs873"	0.632681757846662
"rs874"	0.272156964165145
"rs875"	0.739039094693063
"rs876"	0.655219833219669
"rs877"	0.28967210900928
"rs878"	1e-08
"rs879"	0.435183639379556
"rs880"	0.771103020684935
"rs881"	0.552087213824
"rs882"	0.538620774021549
"rs883"	0.551912263035914
"rs884"	0.914662019411441
"rs885"	0.163375496896209
"rs886"	0.31931085178208
"rs887"	0.614424286146633
"rs888"	0.978452099381491
"rs889"	0.776187583295378
"rs890"	0.26380466169047
"rs891"	0.731649569647483
"rs892"	0.411739193749424
"rs893"	0.362810955815636
"rs894"	0.184856315959896
"rs895"	0.253960292599631
"rs896"	0.0543473282680704
"rs897"	0.541801675949031
"rs898"	0.402111915984849
"rs899"	0.653719046918869
"rs900"	0.404498627812255
"rs901"	0.62266710323314
"rs902"	0.918156378314249
"rs903"	0.225639585844804
"rs904"	0.885209949911766
"rs905"	0.495332458077488
"rs906"	0.968834803366341
"rs907"	0.307607090495442
"rs908"	0.0166688173851127
"rs909"	0.100802892956081
"rs910"	0.502077348406156
"rs911"	0.213597994182412
"rs912"	0.99999999
"rs913"	0.380922440621046
"rs914"	0.0310468642380438
"rs915"	0.443150859195128
"rs916"	0.852556226439783
"rs917"	0.202042411232782
"rs918"	0.840806070587905
"rs919"	0.677729385189177
"rs920"	0.15548472122018
"rs921"	0.200583966744756
"rs922"	0.0738352767655989
"rs923"	0.119665286771059
"rs924"	0.153147630388245
"rs925"	0.964168831644105
"rs926"	0.371981558615008
"rs927"	0.99999999
"rs928"	0.60785706436103
"rs929"	0.00633997790701615
"rs930"	0.683339748487912
"rs931"	0.359235760400767
"rs932"	0.799827785782898
"rs933"	0.440135398665165
"rs934"	1e-08
"rs935"	0.466596439944444
"rs936"	0.478465378997985
"rs937"	0.167829919347089
"rs938"	0.340486266719388
"rs939"	0.128472547218359
"rs940"	0.811749139161528
"rs941"	0.462506167310176
"rs942"	0.224203507533792
"rs943"	0.55212463855438
"rs944"	0.260469274396273
"rs945"	0.596602684885201
"rs946"	0.691954274379825
"rs947"	0.56125132000324
"rs948"	0.452044455310982
"rs949"	0.99999999
"rs950"	0.700517722703391
"rs951"	0.700059837417557
"rs952"	0.882085577736378
"rs953"	0.295881696397275
"rs954"	0.72090843328919
"rs955"	0.299522624639427
"rs956"	0.183992589765671
"rs957"	1e-08
"rs958"	0.602835821077931
"rs959"	0.326621671704319
"rs960"	0.585071027321838
"rs961"	0.523221386152698
"rs962"	0.316498184191216
"rs963"	0.657082705868037
"rs964"	0.507138841393067
"rs965"	0.0478497895802071
"rs966"	0.164533094894467
"rs967"	0.870200355853138
"rs968"	0.941192692945917
"rs969"	0.124163216787671
"rs970"	0.428808242042158
"rs971"	0.158320968088964
"rs972"	0.809412199972221
"rs973"	0.762853143584365
"rs974"	0.610029921588745
"rs975"	0.775257987165476
"rs976"	0.350007359472992
"rs977"	0.24109909931679
"rs978"	0.961031456528748
"rs979"	0.501275048241749
"rs980"	0.591863127087841
"rs981"	0.722487029188173
"rs982"	0.193425147383069
"rs983"	0.610305146985514
"rs984"	0.114970826630825
"rs985"	0.99999999
"rs986"	0.464078424098856
"rs987"	1e-08
"rs988"	0.629379531206264
"rs989"	0.99999999
"rs990"	0.816860586480282
"rs991"	0.436778312306112
"rs992"	0.597884084014236
"rs993"	0.264583899478989
"rs994"	0.0324010159219429
"rs995"	0.518185476266272
"rs996"	0.0337515522623737
"rs997"	0.734568094194199
"rs998"	0.0961941588245876
"rs999"	0.112092397718153
"rs1000"	1e-08
"rs1001"	0.615659450027133
"rs1002"	0.99999999
"rs1003"	0.563519239351178
"rs1004"	0.251634213746639
"rs1005"	0.722278143748189
"rs1006"	0.562621966840028
"rs1007"	0.99999999
"rs1008"	0.602538132685252
